# -*- coding: utf-8 -*-,,,,,,,,,,,,,
,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Experiment: mild-master,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Times,,,,,,
itd_pilot1,62,9/13/2024,62,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/16__side=l_itd=400_az=0_mag=0__l=dash-dash-gash-gash-dash-dash-dash-dash-bash-dash-dash-bash__r=dash-gash-bash-gash-bash-gash-bash-dash-gash-bash-dash-dash.wav,3452.620948,4983.702293,8359.612048,10615.6763,,,
itd_pilot1,63,9/13/2024,63,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/16__side=l_itd=50_az=0_mag=0__l=gash-bash-dash-dash-dash-dash-dash-gash-gash-dash-bash-dash__r=gash-gash-bash-dash-dash-bash-gash-gash-dash-bash-gash-bash.wav,2869.195478,6013.074572,9186.975112,10226.9743,,,
itd_pilot1,64,9/13/2024,64,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/16__side=r_itd=100_az=0_mag=0__l=dash-dash-bash-dash-dash-gash-bash-gash-dash-gash-bash-dash__r=dash-gash-gash-gash-dash-bash-gash-bash-dash-bash-dash-dash.wav,3694.188684,4686.417228,5814.183119,7702.350961,8983.921947,10246.19443,
itd_pilot1,65,9/13/2024,65,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/17__side=l_itd=100_az=0_mag=0__l=dash-dash-bash-gash-gash-dash-gash-bash-dash-dash-dash-dash__r=gash-bash-dash-bash-gash-dash-gash-gash-bash-dash-dash-bash.wav,2160.855966,2885.454103,3685.428455,7461.499005,8541.685765,10590.26631,
itd_pilot1,66,9/13/2024,66,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/17__side=l_itd=50_az=0_mag=0__l=gash-gash-dash-gash-bash-gash-dash-bash-gash-dash-dash-dash__r=dash-bash-dash-dash-dash-bash-gash-gash-bash-dash-gash-bash.wav,2572.568119,4972.533188,7796.599169,10924.74684,,,
itd_pilot1,67,9/13/2024,67,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/17__side=l_itd=400_az=0_mag=0__l=dash-dash-gash-bash-dash-dash-bash-gash-dash-dash-dash-gash__r=gash-bash-dash-gash-dash-bash-gash-bash-dash-bash-dash-gash.wav,2798.897657,4470.856742,6478.833296,9400.596195,,,
itd_pilot1,68,9/13/2024,68,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/17__side=r_itd=50_az=0_mag=0__l=gash-bash-dash-dash-bash-dash-gash-dash-dash-gash-bash-dash__r=gash-gash-gash-dash-dash-bash-dash-gash-bash-gash-gash-bash.wav,2577.802037,5001.618954,6009.697341,8746.387344,10131.22103,,
itd_pilot1,69,9/13/2024,69,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/17__side=r_itd=100_az=0_mag=0__l=gash-dash-bash-gash-dash-gash-dash-dash-gash-bash-gash-gash__r=dash-dash-gash-bash-dash-dash-bash-gash-bash-gash-dash-bash.wav,4193.807408,6561.769445,7601.676914,9433.783793,10769.73917,,
itd_pilot1,70,9/13/2024,70,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/17__side=l_itd=200_az=0_mag=0__l=dash-dash-gash-dash-gash-bash-dash-bash-gash-gash-dash-dash__r=gash-gash-bash-dash-gash-gash-bash-dash-gash-bash-gash-bash.wav,3334.534003,5750.512828,6766.397774,8062.390464,9870.532861,,
itd_pilot1,71,9/13/2024,71,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/17__side=r_itd=400_az=0_mag=0__l=dash-gash-bash-dash-dash-gash-dash-gash-bash-gash-gash-dash__r=dash-gash-gash-gash-bash-dash-bash-dash-dash-bash-gash-bash.wav,3623.060749,6079.106377,8287.020815,10895.08011,,,
itd_pilot1,72,9/13/2024,72,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/17__side=r_itd=200_az=0_mag=0__l=dash-dash-bash-dash-dash-dash-bash-dash-gash-gash-gash-gash__r=gash-bash-gash-dash-gash-bash-dash-bash-gash-gash-gash-bash.wav,2731.744283,3510.198283,5851.686037,7435.663817,10565.69131,,
itd_pilot1,73,9/13/2024,73,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/18__side=l_itd=400_az=0_mag=0__l=gash-bash-gash-dash-dash-gash-gash-dash-gash-dash-bash-dash__r=gash-gash-bash-dash-bash-gash-gash-dash-bash-dash-dash-bash.wav,2550.309052,3802.561238,5229.450008,8381.372019,9909.394853,,
itd_pilot1,74,9/13/2024,74,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/18__side=r_itd=50_az=0_mag=0__l=gash-bash-gash-dash-gash-dash-gash-dash-bash-gash-gash-gash__r=dash-dash-bash-gash-bash-gash-bash-gash-gash-dash-bash-dash.wav,2812.342811,3829.968028,5453.718148,7348.298346,8588.071267,9884.217973,
itd_pilot1,75,9/13/2024,75,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/18__side=l_itd=50_az=0_mag=0__l=gash-gash-gash-gash-dash-bash-gash-dash-gash-gash-bash-gash__r=dash-bash-dash-bash-gash-gash-gash-bash-dash-bash-dash-dash.wav,2893.38733,4473.263053,5925.288079,10246.32377,,,
itd_pilot1,76,9/13/2024,76,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/18__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-gash-gash-dash-dash-bash-dash-gash-bash-dash__r=gash-bash-dash-gash-bash-gash-bash-dash-bash-gash-gash-dash.wav,2766.021514,5164.84611,6492.940832,8340.956484,,,
itd_pilot1,77,9/13/2024,77,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/18__side=r_itd=200_az=0_mag=0__l=gash-bash-dash-gash-gash-dash-dash-dash-dash-bash-gash-gash__r=dash-dash-bash-gash-bash-dash-gash-bash-gash-gash-bash-gash.wav,2362.077136,5997.173428,9914.014466,,,,
itd_pilot1,78,9/13/2024,78,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/18__side=l_itd=200_az=0_mag=0__l=gash-dash-dash-gash-bash-dash-dash-bash-gash-dash-dash-gash__r=dash-gash-gash-bash-gash-bash-gash-gash-bash-dash-gash-bash.wav,4653.192503,5152.70132,5952.706685,11024.94343,,,
itd_pilot1,79,9/13/2024,79,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/18__side=l_itd=100_az=0_mag=0__l=dash-dash-gash-dash-bash-dash-bash-dash-bash-gash-gash-dash__r=dash-bash-gash-bash-dash-bash-gash-dash-dash-gash-dash-dash.wav,2746.1794,5130.026261,7814.399987,10577.98524,,,
itd_pilot1,80,9/13/2024,80,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/18__side=r_itd=100_az=0_mag=0__l=gash-gash-dash-bash-dash-dash-bash-dash-dash-gash-gash-dash__r=dash-dash-dash-gash-gash-bash-dash-bash-gash-bash-gash-bash.wav,4733.963371,6304.102674,7240.002617,9261.985016,,,
itd_pilot1,81,9/13/2024,81,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/19__side=l_itd=50_az=0_mag=0__l=gash-dash-bash-dash-dash-dash-dash-dash-dash-bash-gash-dash__r=gash-bash-gash-bash-gash-bash-gash-gash-bash-gash-dash-gash.wav,2774.270081,3662.997755,4315.339086,6091.395255,8475.416133,,
itd_pilot1,82,9/13/2024,82,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/19__side=l_itd=100_az=0_mag=0__l=gash-gash-dash-bash-gash-dash-gash-gash-bash-dash-dash-bash__r=dash-bash-gash-gash-dash-bash-gash-gash-dash-dash-bash-dash.wav,2618.619942,4220.165413,5866.790264,8135.490107,10138.48798,10962.73315,
itd_pilot1,83,9/13/2024,83,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/19__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-gash-gash-gash-bash-gash-dash-gash-gash-bash__r=gash-gash-gash-bash-gash-gash-dash-bash-dash-gash-bash-dash.wav,3408.987353,4504.956497,7427.380168,10032.92923,,,
itd_pilot1,84,9/13/2024,84,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/19__side=r_itd=400_az=0_mag=0__l=dash-gash-bash-dash-bash-dash-gash-dash-gash-gash-gash-gash__r=dash-bash-dash-bash-dash-bash-gash-gash-gash-bash-dash-gash.wav,2554.221904,3721.374631,4681.166613,6093.648662,9070.028209,,
itd_pilot1,85,9/13/2024,85,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/19__side=r_itd=200_az=0_mag=0__l=dash-dash-dash-dash-bash-gash-dash-gash-dash-dash-bash-gash__r=gash-dash-gash-bash-dash-gash-bash-dash-dash-bash-gash-bash.wav,4423.537507,6703.409202,9191.445232,10367.39035,,,
itd_pilot1,86,9/13/2024,86,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/19__side=r_itd=100_az=0_mag=0__l=dash-bash-gash-bash-gash-gash-dash-gash-gash-dash-gash-dash__r=dash-dash-bash-gash-bash-dash-dash-bash-dash-bash-dash-dash.wav,2764.426537,3452.374298,4566.25293,7380.478861,9692.328695,,
itd_pilot1,87,9/13/2024,87,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/19__side=l_itd=200_az=0_mag=0__l=dash-bash-gash-gash-gash-gash-gash-gash-gash-gash-bash-dash__r=gash-gash-bash-gash-bash-gash-dash-bash-gash-bash-dash-dash.wav,2582.827807,3709.466614,5251.726387,7427.783449,9275.783244,,
itd_pilot1,88,9/13/2024,88,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/19__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-dash-dash-gash-dash-bash-dash-dash-dash-gash__r=gash-bash-gash-bash-dash-bash-dash-gash-gash-dash-bash-gash.wav,2633.901553,3521.812383,5985.86046,10003.95921,,,
itd_pilot1,89,9/13/2024,89,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/1__side=l_itd=200_az=0_mag=0__l=dash-bash-gash-dash-gash-bash-gash-dash-gash-gash-gash-gash__r=gash-gash-bash-dash-bash-gash-gash-dash-bash-dash-bash-gash.wav,3551.756372,5070.09467,6094.009684,8374.052467,9854.063553,10862.03229,
itd_pilot1,90,9/13/2024,90,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/1__side=l_itd=50_az=0_mag=0__l=dash-dash-bash-dash-gash-gash-gash-dash-bash-gash-dash-dash__r=gash-bash-dash-bash-dash-bash-gash-dash-gash-dash-gash-bash.wav,2760.863132,3585.878165,4544.638045,6178.291963,8539.042147,10664.83488,
itd_pilot1,91,9/13/2024,91,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/1__side=l_itd=100_az=0_mag=0__l=dash-dash-dash-bash-gash-gash-gash-dash-gash-dash-dash-bash__r=gash-dash-bash-gash-gash-dash-bash-dash-bash-gash-bash-gash.wav,3447.061658,6915.873974,8414.874485,10027.73819,,,
itd_pilot1,92,9/13/2024,92,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/1__side=r_itd=200_az=0_mag=0__l=gash-gash-dash-dash-dash-dash-bash-gash-dash-bash-dash-dash__r=dash-bash-dash-dash-bash-gash-gash-bash-dash-dash-gash-bash.wav,2534.314014,5262.693881,6739.129764,10845.76473,,,
itd_pilot1,93,9/13/2024,93,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/1__side=r_itd=400_az=0_mag=0__l=gash-gash-bash-dash-gash-gash-gash-gash-dash-dash-dash-bash__r=dash-bash-gash-bash-gash-gash-bash-gash-dash-bash-gash-dash.wav,2650.172117,3778.319725,6914.32068,9690.391287,,,
itd_pilot1,94,9/13/2024,94,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/1__side=l_itd=400_az=0_mag=0__l=dash-dash-gash-dash-dash-dash-bash-dash-gash-gash-gash-bash__r=dash-bash-gash-dash-dash-bash-gash-dash-bash-gash-bash-gash.wav,2567.33451,6039.26388,8327.209799,10064.28246,,,
itd_pilot1,95,9/13/2024,95,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/1__side=r_itd=50_az=0_mag=0__l=dash-gash-gash-dash-bash-dash-bash-gash-dash-dash-gash-dash__r=dash-gash-bash-gash-gash-bash-dash-bash-gash-bash-dash-dash.wav,3689.518278,5187.582234,7577.522603,8969.500235,,,
itd_pilot1,96,9/13/2024,96,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/1__side=r_itd=100_az=0_mag=0__l=dash-dash-bash-gash-bash-gash-gash-dash-dash-dash-dash-gash__r=dash-bash-gash-dash-dash-dash-bash-gash-bash-gash-bash-gash.wav,2713.659903,4941.04835,6025.542426,8170.902945,10158.18388,,
itd_pilot1,97,9/13/2024,97,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/20__side=r_itd=50_az=0_mag=0__l=dash-dash-bash-gash-bash-dash-gash-gash-gash-dash-dash-gash__r=dash-dash-dash-bash-gash-bash-gash-bash-dash-bash-gash-gash.wav,3734.793576,4854.773172,6318.815343,8022.787052,9482.932397,,
itd_pilot1,98,9/13/2024,98,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/20__side=l_itd=50_az=0_mag=0__l=dash-gash-dash-gash-gash-bash-gash-bash-dash-bash-gash-dash__r=dash-bash-dash-gash-bash-dash-dash-gash-gash-dash-dash-bash.wav,2823.54752,4976.679685,7583.488503,9034.262217,10799.47278,,
itd_pilot1,99,9/13/2024,99,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/20__side=r_itd=400_az=0_mag=0__l=gash-gash-bash-dash-gash-gash-bash-dash-gash-gash-gash-dash__r=dash-bash-gash-gash-dash-bash-gash-gash-bash-dash-gash-bash.wav,2657.63246,3911.676183,6140.886075,8748.708719,,,
itd_pilot1,100,9/13/2024,100,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/20__side=r_itd=100_az=0_mag=0__l=dash-bash-dash-dash-gash-bash-dash-bash-gash-dash-dash-gash__r=gash-dash-bash-gash-dash-gash-dash-dash-bash-gash-gash-bash.wav,2583.895419,5811.614501,7395.876915,8515.838102,10711.23674,,
itd_pilot1,101,9/13/2024,101,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/20__side=r_itd=200_az=0_mag=0__l=gash-gash-bash-gash-bash-dash-gash-dash-gash-gash-gash-gash__r=gash-dash-dash-bash-dash-dash-dash-bash-gash-bash-dash-bash.wav,3416.075564,5251.103228,7747.107331,9195.079205,10675.02835,,
itd_pilot1,102,9/13/2024,102,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/20__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-gash-dash-dash-gash-gash-bash-dash-gash-dash__r=gash-bash-gash-bash-gash-dash-dash-gash-dash-bash-dash-bash.wav,2873.564186,3689.544281,8118.107418,10089.55442,,,
itd_pilot1,103,9/13/2024,103,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/20__side=l_itd=200_az=0_mag=0__l=gash-gash-dash-gash-dash-bash-gash-dash-gash-bash-gash-gash__r=dash-bash-gash-dash-bash-gash-bash-gash-dash-dash-dash-bash.wav,2616.137495,5048.131151,7240.079799,10560.04139,,,
itd_pilot1,104,9/13/2024,104,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/20__side=l_itd=100_az=0_mag=0__l=gash-dash-gash-dash-gash-bash-dash-bash-dash-gash-gash-dash__r=gash-bash-gash-gash-bash-gash-gash-gash-bash-gash-bash-gash.wav,2727.807544,5037.082235,5974.757225,7645.085348,9788.919179,,
itd_pilot1,105,9/13/2024,105,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/21__side=r_itd=100_az=0_mag=0__l=dash-gash-dash-dash-bash-dash-gash-dash-dash-bash-dash-gash__r=dash-bash-gash-bash-gash-gash-dash-dash-bash-dash-gash-bash.wav,2806.401551,4934.310329,8471.458488,9134.23485,10782.19883,,
itd_pilot1,106,9/13/2024,106,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/21__side=l_itd=100_az=0_mag=0__l=gash-bash-dash-gash-dash-dash-bash-gash-dash-dash-dash-dash__r=gash-gash-bash-gash-gash-bash-gash-bash-dash-bash-gash-gash.wav,2757.000638,3502.715199,5828.062313,6924.025942,9107.859003,,
itd_pilot1,107,9/13/2024,107,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/21__side=l_itd=200_az=0_mag=0__l=gash-dash-dash-dash-gash-dash-bash-dash-dash-gash-bash-dash__r=dash-bash-gash-bash-gash-dash-dash-gash-gash-bash-dash-bash.wav,2693.628146,4437.535093,6797.565283,9338.375411,10549.47587,,
itd_pilot1,108,9/13/2024,108,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/21__side=l_itd=50_az=0_mag=0__l=dash-bash-gash-dash-dash-gash-gash-gash-bash-gash-gash-dash__r=dash-dash-bash-gash-bash-gash-gash-gash-gash-bash-gash-bash.wav,2850.525976,3648.014928,5176.129185,8879.914807,9368.559061,10848.1468,
itd_pilot1,109,9/13/2024,109,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/21__side=r_itd=200_az=0_mag=0__l=gash-dash-gash-bash-gash-dash-gash-gash-dash-bash-dash-bash__r=dash-bash-gash-gash-dash-bash-dash-bash-dash-gash-gash-dash.wav,2537.9409,4588.527791,6821.281674,9009.833856,10545.90445,,
itd_pilot1,110,9/13/2024,110,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/21__side=r_itd=400_az=0_mag=0__l=dash-dash-gash-gash-bash-gash-gash-bash-gash-dash-dash-dash__r=dash-dash-dash-bash-gash-bash-gash-gash-bash-gash-bash-dash.wav,4221.715993,5409.974772,8167.728029,9773.679891,,,
itd_pilot1,111,9/13/2024,111,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/21__side=r_itd=50_az=0_mag=0__l=dash-gash-bash-dash-dash-gash-bash-gash-dash-gash-dash-gash__r=dash-bash-dash-bash-dash-bash-dash-dash-gash-dash-bash-dash.wav,2899.464636,3486.921889,4610.27917,5865.364148,7014.822828,10396.10912,
itd_pilot1,112,9/13/2024,112,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/21__side=l_itd=400_az=0_mag=0__l=gash-bash-dash-dash-dash-dash-bash-dash-dash-bash-gash-gash__r=gash-dash-gash-gash-dash-bash-gash-dash-bash-dash-bash-dash.wav,2747.031785,6058.949118,6699.001764,8219.083398,9524.892213,,
itd_pilot1,113,9/13/2024,113,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/22__side=r_itd=200_az=0_mag=0__l=gash-dash-gash-bash-gash-dash-bash-gash-gash-gash-gash-dash__r=gash-gash-bash-gash-gash-gash-gash-bash-dash-bash-gash-bash.wav,3699.601046,7219.58558,9083.530747,,,,
itd_pilot1,114,9/13/2024,114,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/22__side=l_itd=200_az=0_mag=0__l=gash-bash-dash-gash-gash-gash-gash-dash-dash-gash-dash-bash__r=dash-gash-gash-dash-bash-gash-bash-gash-bash-dash-bash-dash.wav,2254.487901,5078.117235,6793.567387,9198.216712,,,
itd_pilot1,115,9/13/2024,115,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/22__side=r_itd=400_az=0_mag=0__l=dash-gash-gash-dash-gash-dash-dash-bash-gash-dash-dash-bash__r=gash-dash-bash-gash-bash-gash-bash-dash-gash-gash-bash-gash.wav,3795.507671,5099.482063,7075.463335,9733.465877,,,
itd_pilot1,116,9/13/2024,116,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/22__side=l_itd=100_az=0_mag=0__l=gash-gash-gash-dash-bash-dash-dash-bash-dash-gash-dash-gash__r=dash-dash-bash-dash-dash-gash-bash-gash-gash-bash-dash-bash.wav,5831.836437,7548.050316,9374.142608,,,,
itd_pilot1,117,9/13/2024,117,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/22__side=l_itd=400_az=0_mag=0__l=gash-bash-gash-gash-dash-dash-dash-bash-gash-gash-gash-gash__r=gash-gash-bash-gash-dash-dash-bash-gash-bash-gash-bash-gash.wav,2560.605178,3511.401292,6903.471249,8331.327581,10329.95801,,
itd_pilot1,118,9/13/2024,118,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/22__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-dash-dash-gash-dash-gash-bash-dash-dash-bash__r=dash-gash-dash-bash-gash-bash-gash-bash-dash-bash-gash-dash.wav,2670.382665,4342.19742,6001.095898,10975.88279,,,
itd_pilot1,119,9/13/2024,119,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/22__side=r_itd=50_az=0_mag=0__l=gash-gash-bash-dash-dash-dash-bash-dash-dash-dash-dash-bash__r=gash-dash-gash-bash-dash-gash-dash-bash-dash-dash-bash-dash.wav,2693.22,4461.109233,6905.728917,9861.091439,,,
itd_pilot1,120,9/13/2024,120,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/22__side=l_itd=50_az=0_mag=0__l=dash-dash-gash-dash-bash-dash-gash-bash-dash-dash-dash-gash__r=dash-bash-gash-gash-dash-dash-bash-gash-gash-bash-gash-bash.wav,2573.838416,5043.898169,6890.970713,8962.906558,11011.03986,,
itd_pilot1,121,9/13/2024,121,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=200_az=0_mag=0/23__side=l_itd=200_az=0_mag=0__l=dash-dash-dash-dash-dash-bash-gash-gash-gash-gash-gash-bash__r=gash-gash-bash-gash-bash-dash-dash-dash-bash-dash-bash-dash.wav,4060.31517,4842.889188,7434.926796,9818.867759,,,
itd_pilot1,122,9/13/2024,122,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=400_az=0_mag=0/23__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-bash-gash-gash-dash-gash-gash-bash-gash-gash__r=gash-gash-bash-dash-dash-bash-gash-dash-bash-dash-bash-dash.wav,3336.418527,5888.397594,9330.840343,,,,
itd_pilot1,123,9/13/2024,123,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=50_az=0_mag=0/23__side=l_itd=50_az=0_mag=0__l=gash-gash-dash-dash-bash-dash-dash-dash-dash-dash-dash-bash__r=dash-bash-dash-bash-gash-gash-bash-dash-dash-bash-gash-gash.wav,2490.644966,4370.657329,6570.646676,10762.6446,,,
itd_pilot1,124,9/13/2024,124,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=50_az=0_mag=0/23__side=r_itd=50_az=0_mag=0__l=gash-gash-dash-dash-bash-dash-gash-dash-gash-gash-bash-dash__r=dash-bash-gash-bash-dash-dash-gash-gash-bash-dash-dash-bash.wav,4190.380056,5600.550838,8198.497554,10134.67476,,,
itd_pilot1,125,9/13/2024,125,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=100_az=0_mag=0/23__side=r_itd=100_az=0_mag=0__l=dash-dash-dash-gash-dash-gash-gash-gash-bash-gash-gash-bash__r=dash-dash-bash-gash-dash-bash-gash-bash-dash-bash-dash-dash.wav,3690.427681,4786.322084,6155.954068,8098.384567,10563.42177,,
itd_pilot1,126,9/13/2024,126,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=100_az=0_mag=0/23__side=l_itd=100_az=0_mag=0__l=gash-bash-gash-bash-dash-gash-gash-gash-gash-bash-gash-dash__r=dash-gash-bash-dash-bash-gash-dash-bash-gash-gash-gash-dash.wav,2197.364034,3082.528528,5006.509933,7487.499461,9093.564345,,
itd_pilot1,127,9/13/2024,127,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=r_itd=200_az=0_mag=0/23__side=r_itd=200_az=0_mag=0__l=dash-bash-gash-gash-dash-bash-gash-dash-gash-gash-gash-dash__r=gash-gash-gash-dash-bash-gash-bash-gash-gash-bash-dash-bash.wav,2596.703046,5228.78892,6094.609529,9012.625555,10580.59099,,
itd_pilot1,128,9/13/2024,128,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot1/side=l_itd=400_az=0_mag=0/23__side=l_itd=400_az=0_mag=0__l=gash-bash-dash-gash-dash-gash-dash-gash-dash-bash-gash-dash__r=gash-dash-gash-bash-dash-bash-gash-dash-bash-dash-bash-gash.wav,2608.575745,4296.590881,5360.476941,9744.526976,11016.65694,,
